seq,timestamp,stage,stage_description,component,kind,phase,summary
12,2026-05-28T17:57:28.543368+00:00,baseline_agent_request_dispatched,The baseline Deep Agents request was sent from the app to the Dynamo frontend.,request_dispatch,request_dispatch,baseline_execution,The baseline Deep Agents request was sent from the app to the Dynamo frontend. Prompt preview: You are working on one SWE-bench Pro software engineering task. Task metadata: - instance_id: instance_NodeBB__NodeBB-04998908ba6721d64eb...
13,2026-05-28T17:57:28.656207Z,frontend_dynamo_runtime_observed,A frontend-side runtime observation was aligned to this request from Dynamo logs.,frontend_dynamo,runtime_observation,baseline_execution,A frontend-side runtime observation was aligned to this request from Dynamo logs.
14,2026-05-28T17:57:28.656207Z,kv_router_worker_selected,The KV router selected a worker for this request using scheduler and cache signals.,kv_router,runtime_observation,baseline_execution,The KV router selected a worker for this request using scheduler and cache signals.
15,2026-05-28T17:57:33.169574Z,sglang_worker_prefill_observed,The SGLang worker emitted a prefill-batch observation for this request.,sglang_worker,runtime_observation,baseline_execution,The SGLang worker emitted a prefill-batch observation for this request.
16,2026-05-28T17:58:26.940399+00:00,baseline_agent_response_received,The baseline Deep Agents response was received from the model.,deepagents_app,response,baseline_execution,"The baseline Deep Agents response was received from the model. Response preview: It appears that the `nconf` module is still missing from the project, which is causing the tests to fail. We need to install the `nconf` ..."
17,2026-05-28T17:58:26.942231+00:00,phased_requests_completed,No stage description has been defined for this lifecycle event yet.,unknown,workflow,,No stage description has been defined for this lifecycle event yet.
18,2026-05-28T17:58:26.943705+00:00,task_workflow_completed,"The app-layer workflow finished and returned plan, steps, result, and measurements.",deepagents_app,workflow,,"The app-layer workflow finished and returned plan, steps, result, and measurements."
19,2026-05-28T17:58:26.945320+00:00,workflow_invocation_completed,Control returned from the Deep Agents workflow back to the outer runner.,agentbench_runner,workflow,,Control returned from the Deep Agents workflow back to the outer runner.
20,2026-05-28T17:58:26.947013+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,planning,Artifact written: plan
21,2026-05-28T17:58:26.948637+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: step_results
22,2026-05-28T17:58:26.950371+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: measurements
23,2026-05-28T17:58:26.952091+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: measurement_analysis
24,2026-05-28T17:58:26.953791+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: measurement_analysis_markdown
25,2026-05-28T17:58:26.955632+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: cache_value_analysis
26,2026-05-28T17:58:26.957269+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: cache_value_analysis_markdown
27,2026-05-28T17:58:26.958994+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: kv_hierarchy_analysis
28,2026-05-28T17:58:26.960653+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: kv_hierarchy_analysis_markdown
29,2026-05-28T17:58:27.066804+00:00,runtime_logs_collected,Frontend and worker runtime logs were collected after the run.,runtime_log_collector,runtime_observation,,Frontend and worker runtime logs were collected after the run.
30,2026-05-28T17:58:27.072510+00:00,runtime_events_built,Runtime-side observations were transformed into structured runtime events.,runtime_event_builder,runtime_observation,,Runtime-side observations were transformed into structured runtime events.
31,2026-05-28T17:58:27.074175+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: runtime_events_jsonl
32,2026-05-28T17:58:27.076180+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: runtime_events
33,2026-05-28T17:58:27.079064+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: runtime_alignment_analysis
34,2026-05-28T17:58:27.080776+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: runtime_alignment_analysis_markdown
35,2026-05-28T17:58:27.085272+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: runtime_hint_alignment_analysis
36,2026-05-28T17:58:27.087046+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: runtime_hint_alignment_analysis_markdown
37,2026-05-28T17:58:27.088778+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,synthesis,Artifact written: final_summary
38,2026-05-28T17:58:27.128118+00:00,workspace_artifacts_collected,"Workspace patch, git status, and diff artifacts were collected.",workspace_manager,workspace,,"Workspace patch, git status, and diff artifacts were collected."
39,2026-05-28T17:58:27.131680+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: prompt_evolution_report
40,2026-05-28T17:58:27.133668+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: prompt_evolution_report_markdown
41,2026-05-28T17:58:27.142606+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: prompt_evolution_report_table
42,2026-05-28T17:58:27.147372+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: prompt_evolution_values_index
43,2026-05-28T17:58:27.149082+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: prompt_evolution_values_task_input
44,2026-05-28T17:58:27.150844+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: prompt_evolution_values_formatted_prompt
45,2026-05-28T17:58:27.152599+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: prompt_evolution_values_final_model_request
46,2026-05-28T17:58:27.154312+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: prompt_evolution_values_system_context
47,2026-05-28T17:58:27.156027+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: prompt_evolution_values_tool_runtime_context
48,2026-05-28T17:58:27.157786+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: prompt_evolution_values_runtime_preprocessing
49,2026-05-28T17:58:27.159529+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: prompt_evolution_values_model_behavior
50,2026-05-28T17:58:27.166428+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: measurements_table
51,2026-05-28T17:58:27.170223+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: measurement_analysis_table
52,2026-05-28T17:58:27.173492+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: measurement_summary_table
53,2026-05-28T17:58:27.177042+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: cache_value_table
54,2026-05-28T17:58:27.179742+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: cache_value_summary_table
55,2026-05-28T17:58:27.183468+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: kv_hierarchy_table
56,2026-05-28T17:58:27.185893+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: kv_hierarchy_summary_table
57,2026-05-28T17:58:27.194697+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: runtime_events_table
58,2026-05-28T17:58:27.198044+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: runtime_alignment_table
59,2026-05-28T17:58:27.200624+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: runtime_alignment_summary_table
60,2026-05-28T17:58:27.204118+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: runtime_hint_alignment_table
61,2026-05-28T17:58:27.207131+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: runtime_hint_alignment_summary_table
62,2026-05-28T17:58:27.211820+00:00,artifact_written,A run artifact file was written to disk.,artifact_writer,artifact,,Artifact written: run_summary_table
