run_id,task_label,instance_id_short,hint_profile,phase,phase_request_index,ttft_ms,latency_ms,prompt_tokens,completion_tokens,cache_hit,cached_token_count,recomputed_prefix_tokens,cache_reuse_ratio,worker_runtime_json_matched,transfer_request_id_matched,host_to_device_kv_mb,device_to_host_kv_mb,transfer_cuda_sync_ms,patch_nonempty
agentbench-20260603_003009,NodeBB/NodeBB,04998908,high-reuse,planning,0,8735.577,21962.755,10449,431,False,0,10449,0.0,False,False,,,0.0,True
agentbench-20260603_003009,NodeBB/NodeBB,04998908,high-reuse,execution,0,1023.576,9065.462,13236,24,True,12096,1140,0.9138712601994561,False,False,,,0.0,True
agentbench-20260603_003009,NodeBB/NodeBB,04998908,high-reuse,execution,1,567.141,14785.365,14940,45,True,12288,2652,0.8224899598393575,False,False,,,0.0,True
agentbench-20260603_003009,NodeBB/NodeBB,04998908,high-reuse,patch_generation,0,1487.044,8691.585,9371,99,True,12096,0,1.0,False,False,,,0.0,True
agentbench-20260603_003009,NodeBB/NodeBB,04998908,high-reuse,review,0,2069.804,4572.099,9323,90,True,9216,107,0.9885230076155744,False,False,,,0.0,True
agentbench-20260603_003113,qutebrowser/qutebrowser,f91ace96,high-reuse,planning,0,541.546,10514.642,9706,302,True,8640,1066,0.8901710282299609,False,False,,,0.0,False
agentbench-20260603_003113,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,0,1201.818,5605.454,10025,154,True,8640,1385,0.8618453865336658,False,False,,,0.0,False
agentbench-20260603_003113,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,1,1500.076,3863.608,10204,99,True,8512,1692,0.8341826734613876,False,False,,,0.0,False
agentbench-20260603_003113,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,2,852.266,3855.318,10316,99,True,8768,1548,0.8499418379216751,False,False,,,0.0,False
agentbench-20260603_003113,qutebrowser/qutebrowser,f91ace96,high-reuse,patch_generation,0,1321.297,2890.599,10629,8,True,9280,1349,0.8730830746072067,False,False,,,0.0,False
agentbench-20260603_003113,qutebrowser/qutebrowser,f91ace96,high-reuse,review,0,1258.564,5021.302,11309,6,True,10624,685,0.9394287735431956,False,False,,,0.0,False
agentbench-20260603_003149,NodeBB/NodeBB,51d8f3b1,high-reuse,planning,0,782.86,14576.992,10187,418,True,8640,1547,0.848139786001767,False,False,,,0.0,True
agentbench-20260603_003149,NodeBB/NodeBB,51d8f3b1,high-reuse,execution,0,1622.937,5973.282,10790,33,True,10688,102,0.9905468025949954,False,False,,,0.0,True
agentbench-20260603_003149,NodeBB/NodeBB,51d8f3b1,high-reuse,execution,1,994.031,59939.118,13940,84,True,10688,3252,0.7667144906743185,False,False,,,0.0,True
agentbench-20260603_003149,NodeBB/NodeBB,51d8f3b1,high-reuse,patch_generation,0,1759.662,2266.562,9330,6,True,9152,178,0.9809217577706324,False,False,,,0.0,True
agentbench-20260603_003149,NodeBB/NodeBB,51d8f3b1,high-reuse,review,0,1702.321,2178.709,9334,6,True,10688,0,1.0,False,False,,,0.0,True
agentbench-20260603_003318,qutebrowser/qutebrowser,c580ebf0,high-reuse,planning,0,982.458,26244.76,9914,769,True,8640,1274,0.871494855759532,False,False,,,0.0,False
agentbench-20260603_003318,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,0,922.7070000000001,45500.071,10700,1332,True,8640,2060,0.8074766355140187,False,False,,,0.0,False
agentbench-20260603_003318,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,1,,48245.361,11119,1407,True,8640,2479,0.7770482957100459,False,False,,,0.0,False
agentbench-20260603_003318,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,2,1780.144,70036.122,11526,2048,True,9024,2502,0.7829255596043727,False,False,,,0.0,False
agentbench-20260603_003318,qutebrowser/qutebrowser,c580ebf0,high-reuse,patch_generation,0,,64729.5,14890,1381,True,14208,682,0.9541974479516454,False,False,,,0.0,False
agentbench-20260603_003318,qutebrowser/qutebrowser,c580ebf0,high-reuse,review,0,460.672,12813.752,15710,255,True,15552,158,0.9899427116486315,False,False,,,0.0,False
agentbench-20260603_003750,ansible/ansible,f327e65d,high-reuse,planning,0,1539.2,14827.581,10430,6,True,9920,510,0.9511025886864813,False,False,,,0.0,False
agentbench-20260603_003750,ansible/ansible,f327e65d,high-reuse,execution,0,1418.968,3928.284,9519,108,True,9472,47,0.9950625065658157,False,False,,,0.0,False
agentbench-20260603_003750,ansible/ansible,f327e65d,high-reuse,execution,1,1354.529,3517.82,9651,95,True,9920,0,1.0,False,False,,,0.0,False
agentbench-20260603_003750,ansible/ansible,f327e65d,high-reuse,execution,2,904.496,3517.564,9759,95,True,8768,991,0.8984527103186802,False,False,,,0.0,False
agentbench-20260603_003750,ansible/ansible,f327e65d,high-reuse,patch_generation,0,1330.323,2350.362,9076,8,True,8960,116,0.9872190392243279,False,False,,,0.0,False
agentbench-20260603_003750,ansible/ansible,f327e65d,high-reuse,review,0,827.496,2285.914,9082,6,True,8960,122,0.9865668354987888,False,False,,,0.0,False
agentbench-20260603_010203,NodeBB/NodeBB,04998908,high-reuse,planning,0,576.356,17907.738,10449,515,True,8640,1809,0.8268733850129198,False,False,,,0.0,False
agentbench-20260603_010203,NodeBB/NodeBB,04998908,high-reuse,execution,0,924.173,8759.325,13320,24,True,12160,1160,0.9129129129129129,False,False,,,0.0,False
agentbench-20260603_010203,NodeBB/NodeBB,04998908,high-reuse,execution,1,,4362.542,12170,27,True,11008,1162,0.904519309778143,False,False,,,0.0,False
agentbench-20260603_010203,NodeBB/NodeBB,04998908,high-reuse,execution,2,,4380.736,12210,25,True,12160,50,0.9959049959049959,False,False,,,0.0,False
agentbench-20260603_010203,NodeBB/NodeBB,04998908,high-reuse,patch_generation,0,,75272.058,9611,2048,True,12160,0,1.0,False,False,,,0.0,False
agentbench-20260603_010203,NodeBB/NodeBB,04998908,high-reuse,review,0,635.697,4389.756,11467,6,True,11328,139,0.9878782593529258,False,False,,,0.0,False
agentbench-20260603_010402,qutebrowser/qutebrowser,f91ace96,high-reuse,planning,0,641.968,10514.524,9706,302,True,8640,1066,0.8901710282299609,False,False,,,0.0,False
agentbench-20260603_010402,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,0,1302.845,5606.056,10025,154,True,8640,1385,0.8618453865336658,False,False,,,0.0,False
agentbench-20260603_010402,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,1,1540.319,3803.174,10204,99,True,8768,1436,0.8592708741669933,False,False,,,0.0,False
agentbench-20260603_010402,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,2,953.311,3855.494,10316,99,True,8768,1548,0.8499418379216751,False,False,,,0.0,False
agentbench-20260603_010402,qutebrowser/qutebrowser,f91ace96,high-reuse,patch_generation,0,1421.646,2897.756,10629,8,True,9280,1349,0.8730830746072067,False,False,,,0.0,False
agentbench-20260603_010402,qutebrowser/qutebrowser,f91ace96,high-reuse,review,0,1369.863,5033.288,11309,6,True,10624,685,0.9394287735431956,False,False,,,0.0,False
agentbench-20260603_010438,NodeBB/NodeBB,51d8f3b1,high-reuse,planning,0,883.918,14578.282,10187,418,True,8640,1547,0.848139786001767,False,False,,,0.0,True
agentbench-20260603_010438,NodeBB/NodeBB,51d8f3b1,high-reuse,execution,0,1724.369,5976.528,10790,33,True,10688,102,0.9905468025949954,False,False,,,0.0,True
agentbench-20260603_010438,NodeBB/NodeBB,51d8f3b1,high-reuse,execution,1,1095.109,59780.736,13940,84,True,10688,3252,0.7667144906743185,False,False,,,0.0,True
agentbench-20260603_010438,NodeBB/NodeBB,51d8f3b1,high-reuse,patch_generation,0,1860.742,2238.511,9330,6,True,9152,178,0.9809217577706324,False,False,,,0.0,True
agentbench-20260603_010438,NodeBB/NodeBB,51d8f3b1,high-reuse,review,0,1804.087,2302.985,9334,6,True,10688,0,1.0,False,False,,,0.0,True
agentbench-20260603_010608,qutebrowser/qutebrowser,c580ebf0,high-reuse,planning,0,1083.34,26245.004,9914,769,True,8640,1274,0.871494855759532,False,False,,,0.0,False
agentbench-20260603_010608,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,0,1024.073,45500.565,10700,1332,True,8640,2060,0.8074766355140187,False,False,,,0.0,False
agentbench-20260603_010608,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,1,,48234.56,11119,1407,True,8640,2479,0.7770482957100459,False,False,,,0.0,False
agentbench-20260603_010608,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,2,1881.811,70036.181,11526,2048,True,9024,2502,0.7829255596043727,False,False,,,0.0,False
agentbench-20260603_010608,qutebrowser/qutebrowser,c580ebf0,high-reuse,patch_generation,0,,64732.618,14890,1381,True,14208,682,0.9541974479516454,False,False,,,0.0,False
agentbench-20260603_010608,qutebrowser/qutebrowser,c580ebf0,high-reuse,review,0,563.149,12811.173,15710,255,True,15552,158,0.9899427116486315,False,False,,,0.0,False
agentbench-20260603_011039,ansible/ansible,f327e65d,high-reuse,planning,0,301.887,14817.708,10430,6,True,9920,510,0.9511025886864813,False,False,,,0.0,False
agentbench-20260603_011039,ansible/ansible,f327e65d,high-reuse,execution,0,1519.357,3929.004,9519,108,True,9472,47,0.9950625065658157,False,False,,,0.0,False
agentbench-20260603_011039,ansible/ansible,f327e65d,high-reuse,execution,1,1455.608,3516.746,9651,95,True,9920,0,1.0,False,False,,,0.0,False
agentbench-20260603_011039,ansible/ansible,f327e65d,high-reuse,execution,2,1005.289,3520.462,9759,95,True,8768,991,0.8984527103186802,False,False,,,0.0,False
agentbench-20260603_011039,ansible/ansible,f327e65d,high-reuse,patch_generation,0,1429.709,2360.053,9076,8,True,8960,116,0.9872190392243279,False,False,,,0.0,False
agentbench-20260603_011039,ansible/ansible,f327e65d,high-reuse,review,0,928.193,2286.098,9082,6,True,8960,122,0.9865668354987888,False,False,,,0.0,False
agentbench-20260603_125502,NodeBB/NodeBB,04998908,high-reuse,planning,0,8824.1,22049.955,10449,431,False,0,10449,0.0,False,False,,,475.812856,True
agentbench-20260603_125502,NodeBB/NodeBB,04998908,high-reuse,execution,0,1023.439,9048.347,13236,24,True,12096,1140,0.9138712601994561,False,False,,,475.812856,True
agentbench-20260603_125502,NodeBB/NodeBB,04998908,high-reuse,execution,1,567.342,14593.073,14940,45,True,12288,2652,0.8224899598393575,False,False,,,475.812856,True
agentbench-20260603_125502,NodeBB/NodeBB,04998908,high-reuse,patch_generation,0,1484.723,8685.349,9371,99,True,12096,0,1.0,False,False,,,475.812856,True
agentbench-20260603_125502,NodeBB/NodeBB,04998908,high-reuse,review,0,2069.8430000000003,4568.703,9323,90,True,9216,107,0.9885230076155744,False,False,,,475.812856,True
agentbench-20260603_125608,qutebrowser/qutebrowser,f91ace96,high-reuse,planning,0,541.578,10513.055,9706,302,True,8640,1066,0.8901710282299609,False,False,,,475.812856,False
agentbench-20260603_125608,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,0,1201.456,5606.338,10025,154,True,8640,1385,0.8618453865336658,False,False,,,475.812856,False
agentbench-20260603_125608,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,1,1500.028,3862.178,10204,99,True,8512,1692,0.8341826734613876,False,False,,,475.812856,False
agentbench-20260603_125608,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,2,851.731,3852.478,10316,99,True,8768,1548,0.8499418379216751,False,False,,,475.812856,False
agentbench-20260603_125608,qutebrowser/qutebrowser,f91ace96,high-reuse,patch_generation,0,1321.089,2889.135,10629,8,True,9280,1349,0.8730830746072067,False,False,,,475.812856,False
agentbench-20260603_125608,qutebrowser/qutebrowser,f91ace96,high-reuse,review,0,1260.259,5030.457,11309,6,True,10624,685,0.9394287735431956,False,False,,,475.812856,False
agentbench-20260603_125644,NodeBB/NodeBB,51d8f3b1,high-reuse,planning,0,783.032,14575.868,10187,418,True,8640,1547,0.848139786001767,False,False,,,475.812856,True
agentbench-20260603_125644,NodeBB/NodeBB,51d8f3b1,high-reuse,execution,0,1623.595,5970.916,10790,33,True,10688,102,0.9905468025949954,False,False,,,475.812856,True
agentbench-20260603_125644,NodeBB/NodeBB,51d8f3b1,high-reuse,execution,1,993.842,59959.386,13940,84,True,10688,3252,0.7667144906743185,False,False,,,475.812856,True
agentbench-20260603_125644,NodeBB/NodeBB,51d8f3b1,high-reuse,patch_generation,0,1759.89,2278.681,9330,6,True,9152,178,0.9809217577706324,False,False,,,475.812856,True
agentbench-20260603_125644,NodeBB/NodeBB,51d8f3b1,high-reuse,review,0,1701.959,2208.909,9334,6,True,10688,0,1.0,False,False,,,475.812856,True
agentbench-20260603_125814,qutebrowser/qutebrowser,c580ebf0,high-reuse,planning,0,982.629,26241.275,9914,769,True,8640,1274,0.871494855759532,False,False,,,475.812856,False
agentbench-20260603_125814,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,0,922.8969999999999,45494.107,10700,1332,True,8640,2060,0.8074766355140187,False,False,,,475.812856,False
agentbench-20260603_125814,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,1,,48228.271,11119,1407,True,8640,2479,0.7770482957100459,False,False,,,475.812856,False
agentbench-20260603_125814,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,2,1780.3400000000001,70025.565,11526,2048,True,9024,2502,0.7829255596043727,False,False,,,475.812856,False
agentbench-20260603_125814,qutebrowser/qutebrowser,c580ebf0,high-reuse,patch_generation,0,,64721.524,14890,1381,True,14208,682,0.9541974479516454,False,False,,,475.812856,False
agentbench-20260603_125814,qutebrowser/qutebrowser,c580ebf0,high-reuse,review,0,460.689,12806.445,15710,255,True,15552,158,0.9899427116486315,False,False,,,475.812856,False
agentbench-20260603_130247,ansible/ansible,f327e65d,high-reuse,planning,0,1539.25,14813.297,10430,6,True,9920,510,0.9511025886864813,False,False,,,475.812856,False
agentbench-20260603_130247,ansible/ansible,f327e65d,high-reuse,execution,0,1418.886,3935.391,9519,108,True,9472,47,0.9950625065658157,False,False,,,475.812856,False
agentbench-20260603_130247,ansible/ansible,f327e65d,high-reuse,execution,1,1362.708,3517.127,9651,95,True,9920,0,1.0,False,False,,,475.812856,False
agentbench-20260603_130247,ansible/ansible,f327e65d,high-reuse,execution,2,904.357,3518.303,9759,95,True,8768,991,0.8984527103186802,False,False,,,475.812856,False
agentbench-20260603_130247,ansible/ansible,f327e65d,high-reuse,patch_generation,0,1330.537,2350.068,9076,8,True,8960,116,0.9872190392243279,False,False,,,475.812856,False
agentbench-20260603_130247,ansible/ansible,f327e65d,high-reuse,review,0,827.391,2284.097,9082,6,True,8960,122,0.9865668354987888,False,False,,,475.812856,False
agentbench-20260603_141735,NodeBB/NodeBB,04998908,high-reuse,planning,0,7360.33,20577.404,10449,431,False,0,10449,0.0,False,False,,,475.812856,True
agentbench-20260603_141735,NodeBB/NodeBB,04998908,high-reuse,execution,0,1023.439,9062.271,13236,24,True,12096,1140,0.9138712601994561,False,False,,,475.812856,True
agentbench-20260603_141735,NodeBB/NodeBB,04998908,high-reuse,execution,1,567.982,13290.759,14940,45,True,12288,2652,0.8224899598393575,False,False,,,475.812856,True
agentbench-20260603_141735,NodeBB/NodeBB,04998908,high-reuse,patch_generation,0,1484.694,6582.428,9390,36,True,12096,0,1.0,False,False,,,475.812856,True
agentbench-20260603_141735,NodeBB/NodeBB,04998908,high-reuse,review,0,2069.814,70139.582,9269,2048,True,9152,117,0.9873772791023843,False,False,,,475.812856,True
agentbench-20260603_141940,qutebrowser/qutebrowser,f91ace96,high-reuse,planning,0,1478.669,10512.852,9706,302,True,8640,1066,0.8901710282299609,False,False,,,475.812856,False
agentbench-20260603_141940,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,0,799.449,5605.532,10025,154,True,8640,1385,0.8618453865336658,False,False,,,475.812856,False
agentbench-20260603_141940,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,1,1097.571,3861.975,10204,99,True,8512,1692,0.8341826734613876,False,False,,,475.812856,False
agentbench-20260603_141940,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,2,1792.14,3860.982,10316,99,True,8768,1548,0.8499418379216751,False,False,,,475.812856,False
agentbench-20260603_141940,qutebrowser/qutebrowser,f91ace96,high-reuse,patch_generation,0,920.005,2888.338,10629,8,True,9280,1349,0.8730830746072067,False,False,,,475.812856,False
agentbench-20260603_141940,qutebrowser/qutebrowser,f91ace96,high-reuse,review,0,537.272,5023.715,11309,6,True,10624,685,0.9394287735431956,False,False,,,475.812856,False
agentbench-20260603_142016,NodeBB/NodeBB,51d8f3b1,high-reuse,planning,0,1721.527,14576.83,10187,418,True,8640,1547,0.848139786001767,False,False,,,475.812856,True
agentbench-20260603_142016,NodeBB/NodeBB,51d8f3b1,high-reuse,execution,0,1220.159,5981.06,10790,33,True,10688,102,0.9905468025949954,False,False,,,475.812856,True
agentbench-20260603_142016,NodeBB/NodeBB,51d8f3b1,high-reuse,execution,1,591.098,59776.516,13940,84,True,10688,3252,0.7667144906743185,False,False,,,475.812856,True
agentbench-20260603_142016,NodeBB/NodeBB,51d8f3b1,high-reuse,patch_generation,0,1356.587,2270.116,9330,6,True,9152,178,0.9809217577706324,False,False,,,475.812856,True
agentbench-20260603_142016,NodeBB/NodeBB,51d8f3b1,high-reuse,review,0,1294.744,2173.999,9334,6,True,10688,0,1.0,False,False,,,475.812856,True
agentbench-20260603_142146,qutebrowser/qutebrowser,c580ebf0,high-reuse,planning,0,580.548,26241.07,9914,769,True,8640,1274,0.871494855759532,False,False,,,475.812856,False
agentbench-20260603_142146,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,0,1863.867,45494.901,10700,1332,True,8640,2060,0.8074766355140187,False,False,,,475.812856,False
agentbench-20260603_142146,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,1,,48230.442,11119,1407,True,8640,2479,0.7770482957100459,False,False,,,475.812856,False
agentbench-20260603_142146,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,2,1376.4479999999999,70026.947,11526,2048,True,9024,2502,0.7829255596043727,False,False,,,475.812856,False
agentbench-20260603_142146,qutebrowser/qutebrowser,c580ebf0,high-reuse,patch_generation,0,,64720.752,14890,1381,True,14208,682,0.9541974479516454,False,False,,,475.812856,False
agentbench-20260603_142146,qutebrowser/qutebrowser,c580ebf0,high-reuse,review,0,1414.025,12806.02,15710,255,True,15552,158,0.9899427116486315,False,False,,,475.812856,False
agentbench-20260603_142619,ansible/ansible,f327e65d,high-reuse,planning,0,1138.172,14814.625,10430,6,True,9920,510,0.9511025886864813,False,False,,,475.812856,False
agentbench-20260603_142619,ansible/ansible,f327e65d,high-reuse,execution,0,1017.336,3926.288,9519,108,True,9472,47,0.9950625065658157,False,False,,,475.812856,False
agentbench-20260603_142619,ansible/ansible,f327e65d,high-reuse,execution,1,952.23,3515.628,9651,95,True,9920,0,1.0,False,False,,,475.812856,False
agentbench-20260603_142619,ansible/ansible,f327e65d,high-reuse,execution,2,502.804,3517.893,9759,95,True,8768,991,0.8984527103186802,False,False,,,475.812856,False
agentbench-20260603_142619,ansible/ansible,f327e65d,high-reuse,patch_generation,0,927.461,2357.903,9076,8,True,8960,116,0.9872190392243279,False,False,,,475.812856,False
agentbench-20260603_142619,ansible/ansible,f327e65d,high-reuse,review,0,425.844,2283.641,9082,6,True,8960,122,0.9865668354987888,False,False,,,475.812856,False
agentbench-20260603_142654,ansible/ansible,a26c325b,high-reuse,planning,0,1369.145,16595.939,10015,481,True,8640,1375,0.8627059410883674,False,False,,,475.812856,True
agentbench-20260603_142654,ansible/ansible,a26c325b,high-reuse,execution,0,1504.577,23707.617,11834,75,True,11136,698,0.9410174074700017,False,False,,,475.812856,True
agentbench-20260603_142654,ansible/ansible,a26c325b,high-reuse,execution,1,486.64,27806.995,11512,66,True,11392,120,0.9895760945100764,False,False,,,475.812856,True
agentbench-20260603_142654,ansible/ansible,a26c325b,high-reuse,execution,2,1321.272,9491.756,10996,70,True,11136,0,1.0,False,False,,,475.812856,True
agentbench-20260603_142654,ansible/ansible,a26c325b,high-reuse,patch_generation,0,1872.0220000000002,1780.039,9459,6,True,9344,115,0.9878422666243789,False,False,,,475.812856,True
agentbench-20260603_142654,ansible/ansible,a26c325b,high-reuse,review,0,,19281.732,9471,6,True,11072,0,1.0,False,False,,,475.812856,True
agentbench-20260603_142838,internetarchive/openlibrary,4a5d2a7d,high-reuse,planning,0,1010.304,20785.197,9720,608,True,8640,1080,0.8888888888888888,False,False,,,475.812856,True
agentbench-20260603_142838,internetarchive/openlibrary,4a5d2a7d,high-reuse,execution,0,911.919,2795.044,11611,6,True,10304,1307,0.887434329515115,False,False,,,475.812856,True
agentbench-20260603_142838,internetarchive/openlibrary,4a5d2a7d,high-reuse,execution,1,580.446,92795.834,11533,2048,True,10944,589,0.9489291598023064,False,False,,,475.812856,True
agentbench-20260603_142838,internetarchive/openlibrary,4a5d2a7d,high-reuse,patch_generation,0,1808.228,18540.887,11672,277,True,11328,344,0.9705277587388622,False,False,,,475.812856,True
agentbench-20260603_142838,internetarchive/openlibrary,4a5d2a7d,high-reuse,review,0,1318.001,10498.246,11604,284,True,10368,1236,0.8934850051706308,False,False,,,475.812856,True
agentbench-20260603_143114,qutebrowser/qutebrowser,f631cd44,high-reuse,planning,0,444.285,26901.89,9822,789,True,8640,1182,0.8796579108124618,False,False,,,475.812856,False
agentbench-20260603_143114,qutebrowser/qutebrowser,f631cd44,high-reuse,execution,0,1019.354,39793.06,10628,1164,True,8640,1988,0.8129469326307867,False,False,,,475.812856,False
agentbench-20260603_143114,qutebrowser/qutebrowser,f631cd44,high-reuse,execution,1,1026.2910000000002,19007.202,11037,542,True,8640,2397,0.7828214188638217,False,False,,,475.812856,False
agentbench-20260603_143114,qutebrowser/qutebrowser,f631cd44,high-reuse,execution,2,,34060.894,11457,986,True,9024,2433,0.7876407436501702,False,False,,,475.812856,False
agentbench-20260603_143114,qutebrowser/qutebrowser,f631cd44,high-reuse,patch_generation,0,1100.5990000000002,19657.408,12155,549,True,9024,3131,0.7424105306458247,False,False,,,475.812856,False
agentbench-20260603_143114,qutebrowser/qutebrowser,f631cd44,high-reuse,review,0,,70753.852,12701,2048,True,8576,4125,0.6752224234312258,False,False,,,475.812856,False
agentbench-20260603_143449,gravitational/teleport,3fa69043,high-reuse,planning,0,785.462,16053.294,10829,456,True,8640,2189,0.7978576045802936,False,False,,,475.812856,False
agentbench-20260603_143449,gravitational/teleport,3fa69043,high-reuse,execution,0,,4951.058,11302,122,True,8640,2662,0.7644664661121925,False,False,,,475.812856,False
