run_id,task_label,instance_id_short,hint_profile,phase,phase_request_index,subrequest_index,ttft_ms,cache_hit,cached_token_count,recomputed_prefix_tokens,cache_reuse_ratio,prompt_tokens,completion_tokens,transfer_request_id_matched,transfer_time_window_matched,host_to_device_kv_mb,device_to_host_kv_mb,transfer_cuda_sync_ms,worker_runtime_json_matched,patch_nonempty,source_level
agentbench-20260603_003750,ansible/ansible,f327e65d,high-reuse,review,0,,827.496,True,8960,122,0.9865668354987888,9082,6,False,,,,,False,False,phase_fallback
agentbench-20260603_010203,NodeBB/NodeBB,04998908,high-reuse,execution,0,,924.173,True,12160,1160,0.9129129129129129,13320,24,False,,,,,False,False,phase_fallback
agentbench-20260603_010203,NodeBB/NodeBB,04998908,high-reuse,execution,1,,,True,11008,1162,0.904519309778143,12170,27,False,,,,,False,False,phase_fallback
agentbench-20260603_010203,NodeBB/NodeBB,04998908,high-reuse,execution,2,,,True,12160,50,0.9959049959049959,12210,25,False,,,,,False,False,phase_fallback
agentbench-20260603_010203,NodeBB/NodeBB,04998908,high-reuse,patch_generation,0,,,True,12160,0,1.0,9611,2048,False,,,,,False,False,phase_fallback
agentbench-20260603_010203,NodeBB/NodeBB,04998908,high-reuse,planning,0,,576.356,True,8640,1809,0.8268733850129198,10449,515,False,,,,,False,False,phase_fallback
agentbench-20260603_010203,NodeBB/NodeBB,04998908,high-reuse,review,0,,635.697,True,11328,139,0.9878782593529258,11467,6,False,,,,,False,False,phase_fallback
agentbench-20260603_010402,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,0,,1302.845,True,8640,1385,0.8618453865336658,10025,154,False,,,,,False,False,phase_fallback
agentbench-20260603_010402,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,1,,1540.319,True,8768,1436,0.8592708741669933,10204,99,False,,,,,False,False,phase_fallback
agentbench-20260603_010402,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,2,,953.311,True,8768,1548,0.8499418379216751,10316,99,False,,,,,False,False,phase_fallback
agentbench-20260603_010402,qutebrowser/qutebrowser,f91ace96,high-reuse,patch_generation,0,,1421.646,True,9280,1349,0.8730830746072067,10629,8,False,,,,,False,False,phase_fallback
agentbench-20260603_010402,qutebrowser/qutebrowser,f91ace96,high-reuse,planning,0,,641.968,True,8640,1066,0.8901710282299609,9706,302,False,,,,,False,False,phase_fallback
agentbench-20260603_010402,qutebrowser/qutebrowser,f91ace96,high-reuse,review,0,,1369.863,True,10624,685,0.9394287735431956,11309,6,False,,,,,False,False,phase_fallback
agentbench-20260603_010438,NodeBB/NodeBB,51d8f3b1,high-reuse,execution,0,,1724.369,True,10688,102,0.9905468025949954,10790,33,False,,,,,False,True,phase_fallback
agentbench-20260603_010438,NodeBB/NodeBB,51d8f3b1,high-reuse,execution,1,,1095.109,True,10688,3252,0.7667144906743185,13940,84,False,,,,,False,True,phase_fallback
agentbench-20260603_010438,NodeBB/NodeBB,51d8f3b1,high-reuse,patch_generation,0,,1860.742,True,9152,178,0.9809217577706324,9330,6,False,,,,,False,True,phase_fallback
agentbench-20260603_010438,NodeBB/NodeBB,51d8f3b1,high-reuse,planning,0,,883.918,True,8640,1547,0.848139786001767,10187,418,False,,,,,False,True,phase_fallback
agentbench-20260603_010438,NodeBB/NodeBB,51d8f3b1,high-reuse,review,0,,1804.087,True,10688,0,1.0,9334,6,False,,,,,False,True,phase_fallback
agentbench-20260603_010608,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,0,,1024.073,True,8640,2060,0.8074766355140187,10700,1332,False,,,,,False,False,phase_fallback
agentbench-20260603_010608,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,1,,,True,8640,2479,0.7770482957100459,11119,1407,False,,,,,False,False,phase_fallback
agentbench-20260603_010608,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,2,,1881.811,True,9024,2502,0.7829255596043727,11526,2048,False,,,,,False,False,phase_fallback
agentbench-20260603_010608,qutebrowser/qutebrowser,c580ebf0,high-reuse,patch_generation,0,,,True,14208,682,0.9541974479516454,14890,1381,False,,,,,False,False,phase_fallback
agentbench-20260603_010608,qutebrowser/qutebrowser,c580ebf0,high-reuse,planning,0,,1083.34,True,8640,1274,0.871494855759532,9914,769,False,,,,,False,False,phase_fallback
agentbench-20260603_010608,qutebrowser/qutebrowser,c580ebf0,high-reuse,review,0,,563.149,True,15552,158,0.9899427116486315,15710,255,False,,,,,False,False,phase_fallback
agentbench-20260603_011039,ansible/ansible,f327e65d,high-reuse,execution,0,,1519.357,True,9472,47,0.9950625065658157,9519,108,False,,,,,False,False,phase_fallback
agentbench-20260603_011039,ansible/ansible,f327e65d,high-reuse,execution,1,,1455.608,True,9920,0,1.0,9651,95,False,,,,,False,False,phase_fallback
agentbench-20260603_011039,ansible/ansible,f327e65d,high-reuse,execution,2,,1005.289,True,8768,991,0.8984527103186802,9759,95,False,,,,,False,False,phase_fallback
agentbench-20260603_011039,ansible/ansible,f327e65d,high-reuse,patch_generation,0,,1429.709,True,8960,116,0.9872190392243279,9076,8,False,,,,,False,False,phase_fallback
agentbench-20260603_011039,ansible/ansible,f327e65d,high-reuse,planning,0,,301.887,True,9920,510,0.9511025886864813,10430,6,False,,,,,False,False,phase_fallback
agentbench-20260603_011039,ansible/ansible,f327e65d,high-reuse,review,0,,928.193,True,8960,122,0.9865668354987888,9082,6,False,,,,,False,False,phase_fallback
agentbench-20260603_125502,NodeBB/NodeBB,04998908,high-reuse,execution,0,,1023.439,True,12096,1140,0.9138712601994561,13236,24,False,,,,,False,True,phase_fallback
agentbench-20260603_125502,NodeBB/NodeBB,04998908,high-reuse,execution,1,,567.342,True,12288,2652,0.8224899598393575,14940,45,False,,,,,False,True,phase_fallback
agentbench-20260603_125502,NodeBB/NodeBB,04998908,high-reuse,patch_generation,0,,1484.723,True,12096,0,1.0,9371,99,False,,,,,False,True,phase_fallback
agentbench-20260603_125502,NodeBB/NodeBB,04998908,high-reuse,planning,0,,8824.1,False,0,10449,0.0,10449,431,False,,,,,False,True,phase_fallback
agentbench-20260603_125502,NodeBB/NodeBB,04998908,high-reuse,review,0,,2069.8430000000003,True,9216,107,0.9885230076155744,9323,90,False,,,,,False,True,phase_fallback
agentbench-20260603_125608,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,0,,1201.456,True,8640,1385,0.8618453865336658,10025,154,False,,,,,False,False,phase_fallback
agentbench-20260603_125608,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,1,,1500.028,True,8512,1692,0.8341826734613876,10204,99,False,,,,,False,False,phase_fallback
agentbench-20260603_125608,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,2,,851.731,True,8768,1548,0.8499418379216751,10316,99,False,,,,,False,False,phase_fallback
agentbench-20260603_125608,qutebrowser/qutebrowser,f91ace96,high-reuse,patch_generation,0,,1321.089,True,9280,1349,0.8730830746072067,10629,8,False,,,,,False,False,phase_fallback
agentbench-20260603_125608,qutebrowser/qutebrowser,f91ace96,high-reuse,planning,0,,541.578,True,8640,1066,0.8901710282299609,9706,302,False,,,,,False,False,phase_fallback
agentbench-20260603_125608,qutebrowser/qutebrowser,f91ace96,high-reuse,review,0,,1260.259,True,10624,685,0.9394287735431956,11309,6,False,,,,,False,False,phase_fallback
agentbench-20260603_125644,NodeBB/NodeBB,51d8f3b1,high-reuse,execution,0,,1623.595,True,10688,102,0.9905468025949954,10790,33,False,,,,,False,True,phase_fallback
agentbench-20260603_125644,NodeBB/NodeBB,51d8f3b1,high-reuse,execution,1,,993.842,True,10688,3252,0.7667144906743185,13940,84,False,,,,,False,True,phase_fallback
agentbench-20260603_125644,NodeBB/NodeBB,51d8f3b1,high-reuse,patch_generation,0,,1759.89,True,9152,178,0.9809217577706324,9330,6,False,,,,,False,True,phase_fallback
agentbench-20260603_125644,NodeBB/NodeBB,51d8f3b1,high-reuse,planning,0,,783.032,True,8640,1547,0.848139786001767,10187,418,False,,,,,False,True,phase_fallback
agentbench-20260603_125644,NodeBB/NodeBB,51d8f3b1,high-reuse,review,0,,1701.959,True,10688,0,1.0,9334,6,False,,,,,False,True,phase_fallback
agentbench-20260603_125814,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,0,,922.8969999999999,True,8640,2060,0.8074766355140187,10700,1332,False,,,,,False,False,phase_fallback
agentbench-20260603_125814,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,1,,,True,8640,2479,0.7770482957100459,11119,1407,False,,,,,False,False,phase_fallback
agentbench-20260603_125814,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,2,,1780.3400000000001,True,9024,2502,0.7829255596043727,11526,2048,False,,,,,False,False,phase_fallback
agentbench-20260603_125814,qutebrowser/qutebrowser,c580ebf0,high-reuse,patch_generation,0,,,True,14208,682,0.9541974479516454,14890,1381,False,,,,,False,False,phase_fallback
agentbench-20260603_125814,qutebrowser/qutebrowser,c580ebf0,high-reuse,planning,0,,982.629,True,8640,1274,0.871494855759532,9914,769,False,,,,,False,False,phase_fallback
agentbench-20260603_125814,qutebrowser/qutebrowser,c580ebf0,high-reuse,review,0,,460.689,True,15552,158,0.9899427116486315,15710,255,False,,,,,False,False,phase_fallback
agentbench-20260603_130247,ansible/ansible,f327e65d,high-reuse,execution,0,,1418.886,True,9472,47,0.9950625065658157,9519,108,False,,,,,False,False,phase_fallback
agentbench-20260603_130247,ansible/ansible,f327e65d,high-reuse,execution,1,,1362.708,True,9920,0,1.0,9651,95,False,,,,,False,False,phase_fallback
agentbench-20260603_130247,ansible/ansible,f327e65d,high-reuse,execution,2,,904.357,True,8768,991,0.8984527103186802,9759,95,False,,,,,False,False,phase_fallback
agentbench-20260603_130247,ansible/ansible,f327e65d,high-reuse,patch_generation,0,,1330.537,True,8960,116,0.9872190392243279,9076,8,False,,,,,False,False,phase_fallback
agentbench-20260603_130247,ansible/ansible,f327e65d,high-reuse,planning,0,,1539.25,True,9920,510,0.9511025886864813,10430,6,False,,,,,False,False,phase_fallback
agentbench-20260603_130247,ansible/ansible,f327e65d,high-reuse,review,0,,827.391,True,8960,122,0.9865668354987888,9082,6,False,,,,,False,False,phase_fallback
agentbench-20260603_141735,NodeBB/NodeBB,04998908,high-reuse,execution,0,,1023.439,True,12096,1140,0.9138712601994561,13236,24,False,,,,,False,True,phase_fallback
agentbench-20260603_141735,NodeBB/NodeBB,04998908,high-reuse,execution,1,,567.982,True,12288,2652,0.8224899598393575,14940,45,False,,,,,False,True,phase_fallback
agentbench-20260603_141735,NodeBB/NodeBB,04998908,high-reuse,patch_generation,0,,1484.694,True,12096,0,1.0,9390,36,False,,,,,False,True,phase_fallback
agentbench-20260603_141735,NodeBB/NodeBB,04998908,high-reuse,planning,0,,7360.33,False,0,10449,0.0,10449,431,False,,,,,False,True,phase_fallback
agentbench-20260603_141735,NodeBB/NodeBB,04998908,high-reuse,review,0,,2069.814,True,9152,117,0.9873772791023843,9269,2048,False,,,,,False,True,phase_fallback
agentbench-20260603_141940,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,0,,799.449,True,8640,1385,0.8618453865336658,10025,154,False,,,,,False,False,phase_fallback
agentbench-20260603_141940,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,1,,1097.571,True,8512,1692,0.8341826734613876,10204,99,False,,,,,False,False,phase_fallback
agentbench-20260603_141940,qutebrowser/qutebrowser,f91ace96,high-reuse,execution,2,,1792.14,True,8768,1548,0.8499418379216751,10316,99,False,,,,,False,False,phase_fallback
agentbench-20260603_141940,qutebrowser/qutebrowser,f91ace96,high-reuse,patch_generation,0,,920.005,True,9280,1349,0.8730830746072067,10629,8,False,,,,,False,False,phase_fallback
agentbench-20260603_141940,qutebrowser/qutebrowser,f91ace96,high-reuse,planning,0,,1478.669,True,8640,1066,0.8901710282299609,9706,302,False,,,,,False,False,phase_fallback
agentbench-20260603_141940,qutebrowser/qutebrowser,f91ace96,high-reuse,review,0,,537.272,True,10624,685,0.9394287735431956,11309,6,False,,,,,False,False,phase_fallback
agentbench-20260603_142016,NodeBB/NodeBB,51d8f3b1,high-reuse,execution,0,,1220.159,True,10688,102,0.9905468025949954,10790,33,False,,,,,False,True,phase_fallback
agentbench-20260603_142016,NodeBB/NodeBB,51d8f3b1,high-reuse,execution,1,,591.098,True,10688,3252,0.7667144906743185,13940,84,False,,,,,False,True,phase_fallback
agentbench-20260603_142016,NodeBB/NodeBB,51d8f3b1,high-reuse,patch_generation,0,,1356.587,True,9152,178,0.9809217577706324,9330,6,False,,,,,False,True,phase_fallback
agentbench-20260603_142016,NodeBB/NodeBB,51d8f3b1,high-reuse,planning,0,,1721.527,True,8640,1547,0.848139786001767,10187,418,False,,,,,False,True,phase_fallback
agentbench-20260603_142016,NodeBB/NodeBB,51d8f3b1,high-reuse,review,0,,1294.744,True,10688,0,1.0,9334,6,False,,,,,False,True,phase_fallback
agentbench-20260603_142146,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,0,,1863.867,True,8640,2060,0.8074766355140187,10700,1332,False,,,,,False,False,phase_fallback
agentbench-20260603_142146,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,1,,,True,8640,2479,0.7770482957100459,11119,1407,False,,,,,False,False,phase_fallback
agentbench-20260603_142146,qutebrowser/qutebrowser,c580ebf0,high-reuse,execution,2,,1376.4479999999999,True,9024,2502,0.7829255596043727,11526,2048,False,,,,,False,False,phase_fallback
agentbench-20260603_142146,qutebrowser/qutebrowser,c580ebf0,high-reuse,patch_generation,0,,,True,14208,682,0.9541974479516454,14890,1381,False,,,,,False,False,phase_fallback
agentbench-20260603_142146,qutebrowser/qutebrowser,c580ebf0,high-reuse,planning,0,,580.548,True,8640,1274,0.871494855759532,9914,769,False,,,,,False,False,phase_fallback
agentbench-20260603_142146,qutebrowser/qutebrowser,c580ebf0,high-reuse,review,0,,1414.025,True,15552,158,0.9899427116486315,15710,255,False,,,,,False,False,phase_fallback
agentbench-20260603_142619,ansible/ansible,f327e65d,high-reuse,execution,0,,1017.336,True,9472,47,0.9950625065658157,9519,108,False,,,,,False,False,phase_fallback
agentbench-20260603_142619,ansible/ansible,f327e65d,high-reuse,execution,1,,952.23,True,9920,0,1.0,9651,95,False,,,,,False,False,phase_fallback
agentbench-20260603_142619,ansible/ansible,f327e65d,high-reuse,execution,2,,502.804,True,8768,991,0.8984527103186802,9759,95,False,,,,,False,False,phase_fallback
agentbench-20260603_142619,ansible/ansible,f327e65d,high-reuse,patch_generation,0,,927.461,True,8960,116,0.9872190392243279,9076,8,False,,,,,False,False,phase_fallback
agentbench-20260603_142619,ansible/ansible,f327e65d,high-reuse,planning,0,,1138.172,True,9920,510,0.9511025886864813,10430,6,False,,,,,False,False,phase_fallback
agentbench-20260603_142619,ansible/ansible,f327e65d,high-reuse,review,0,,425.844,True,8960,122,0.9865668354987888,9082,6,False,,,,,False,False,phase_fallback
agentbench-20260603_142654,ansible/ansible,a26c325b,high-reuse,execution,0,,1504.577,True,11136,698,0.9410174074700017,11834,75,False,,,,,False,True,phase_fallback
agentbench-20260603_142654,ansible/ansible,a26c325b,high-reuse,execution,1,,486.64,True,11392,120,0.9895760945100764,11512,66,False,,,,,False,True,phase_fallback
agentbench-20260603_142654,ansible/ansible,a26c325b,high-reuse,execution,2,,1321.272,True,11136,0,1.0,10996,70,False,,,,,False,True,phase_fallback
agentbench-20260603_142654,ansible/ansible,a26c325b,high-reuse,patch_generation,0,,1872.0220000000002,True,9344,115,0.9878422666243789,9459,6,False,,,,,False,True,phase_fallback
agentbench-20260603_142654,ansible/ansible,a26c325b,high-reuse,planning,0,,1369.145,True,8640,1375,0.8627059410883674,10015,481,False,,,,,False,True,phase_fallback
agentbench-20260603_142654,ansible/ansible,a26c325b,high-reuse,review,0,,,True,11072,0,1.0,9471,6,False,,,,,False,True,phase_fallback
agentbench-20260603_142838,internetarchive/openlibrary,4a5d2a7d,high-reuse,execution,0,,911.919,True,10304,1307,0.887434329515115,11611,6,False,,,,,False,True,phase_fallback
agentbench-20260603_142838,internetarchive/openlibrary,4a5d2a7d,high-reuse,execution,1,,580.446,True,10944,589,0.9489291598023064,11533,2048,False,,,,,False,True,phase_fallback
agentbench-20260603_142838,internetarchive/openlibrary,4a5d2a7d,high-reuse,patch_generation,0,,1808.228,True,11328,344,0.9705277587388622,11672,277,False,,,,,False,True,phase_fallback
agentbench-20260603_142838,internetarchive/openlibrary,4a5d2a7d,high-reuse,planning,0,,1010.304,True,8640,1080,0.8888888888888888,9720,608,False,,,,,False,True,phase_fallback
agentbench-20260603_142838,internetarchive/openlibrary,4a5d2a7d,high-reuse,review,0,,1318.001,True,10368,1236,0.8934850051706308,11604,284,False,,,,,False,True,phase_fallback
agentbench-20260603_143114,qutebrowser/qutebrowser,f631cd44,high-reuse,execution,0,,1019.354,True,8640,1988,0.8129469326307867,10628,1164,False,,,,,False,False,phase_fallback
agentbench-20260603_143114,qutebrowser/qutebrowser,f631cd44,high-reuse,execution,1,,1026.2910000000002,True,8640,2397,0.7828214188638217,11037,542,False,,,,,False,False,phase_fallback
agentbench-20260603_143114,qutebrowser/qutebrowser,f631cd44,high-reuse,execution,2,,,True,9024,2433,0.7876407436501702,11457,986,False,,,,,False,False,phase_fallback
agentbench-20260603_143114,qutebrowser/qutebrowser,f631cd44,high-reuse,patch_generation,0,,1100.5990000000002,True,9024,3131,0.7424105306458247,12155,549,False,,,,,False,False,phase_fallback
agentbench-20260603_143114,qutebrowser/qutebrowser,f631cd44,high-reuse,planning,0,,444.285,True,8640,1182,0.8796579108124618,9822,789,False,,,,,False,False,phase_fallback
agentbench-20260603_143114,qutebrowser/qutebrowser,f631cd44,high-reuse,review,0,,,True,8576,4125,0.6752224234312258,12701,2048,False,,,,,False,False,phase_fallback
agentbench-20260603_143449,gravitational/teleport,3fa69043,high-reuse,execution,0,,,True,8640,2662,0.7644664661121925,11302,122,False,,,,,False,False,phase_fallback
